precinct_id,precinct_key,district_id,party_id,name_ka,votes,vote_share,registered,voted,voted_noon,voted_5pm,turnout_pct,noon_pct,five_pct,invalid_ballots,invalid_pct
73082015,73.82.15,73082015,gd,ხვიჩა შარაშიძე,289,0.7546,736,388,0,0,0.5272,0,0,5,0.0129
73082016,73.82.16,73082016,unm,ნუგზარ ამაღლობელი,127,0.4425,663,291,0,0,0.4389,0,0,4,0.0137
73082016,73.82.16,73082016,gd,ხვიჩა შარაშიძე,160,0.5575,663,291,0,0,0.4389,0,0,4,0.0137
73082017,73.82.17,73082017,unm,ნუგზარ ამაღლობელი,58,0.3204,413,186,0,0,0.4504,0,0,5,0.0269
73082017,73.82.17,73082017,gd,ხვიჩა შარაშიძე,123,0.6796,413,186,0,0,0.4504,0,0,5,0.0269
73082018,73.82.18,73082018,unm,ნუგზარ ამაღლობელი,43,0.4479,192,102,0,0,0.5313,0,0,6,0.0588
73082018,73.82.18,73082018,gd,ხვიჩა შარაშიძე,53,0.5521,192,102,0,0,0.5313,0,0,6,0.0588
73082019,73.82.19,73082019,unm,ნუგზარ ამაღლობელი,17,0.2982,86,59,0,0,0.686,0,0,2,0.0339
73082019,73.82.19,73082019,gd,ხვიჩა შარაშიძე,40,0.7018,86,59,0,0,0.686,0,0,2,0.0339
73082020,73.82.20,73082020,unm,ნუგზარ ამაღლობელი,92,0.561,347,167,0,0,0.4813,0,0,3,0.018
73082020,73.82.20,73082020,gd,ხვიჩა შარაშიძე,72,0.439,347,167,0,0,0.4813,0,0,3,0.018
73082021,73.82.21,73082021,unm,ნუგზარ ამაღლობელი,56,0.4211,224,136,0,0,0.6071,0,0,3,0.0221
73082021,73.82.21,73082021,gd,ხვიჩა შარაშიძე,77,0.5789,224,136,0,0,0.6071,0,0,3,0.0221
73082022,73.82.22,73082022,unm,ნუგზარ ამაღლობელი,18,0.2069,136,88,0,0,0.6471,0,0,1,0.0114
73082022,73.82.22,73082022,gd,ხვიჩა შარაშიძე,69,0.7931,136,88,0,0,0.6471,0,0,1,0.0114
73082023,73.82.23,73082023,unm,ნუგზარ ამაღლობელი,83,0.4213,479,201,0,0,0.4196,0,0,4,0.0199
73082023,73.82.23,73082023,gd,ხვიჩა შარაშიძე,114,0.5787,479,201,0,0,0.4196,0,0,4,0.0199
73082024,73.82.24,73082024,unm,ნუგზარ ამაღლობელი,29,0.2685,201,110,0,0,0.5473,0,0,2,0.0182
73082024,73.82.24,73082024,gd,ხვიჩა შარაშიძე,79,0.7315,201,110,0,0,0.5473,0,0,2,0.0182
73082025,73.82.25,73082025,unm,ნუგზარ ამაღლობელი,40,0.3226,268,130,0,0,0.4851,0,0,6,0.0462
73082025,73.82.25,73082025,gd,ხვიჩა შარაშიძე,84,0.6774,268,130,0,0,0.4851,0,0,6,0.0462
73082026,73.82.26,73082026,unm,ნუგზარ ამაღლობელი,23,0.2371,233,101,0,0,0.4335,0,0,0,0
73082026,73.82.26,73082026,gd,ხვიჩა შარაშიძე,74,0.7629,233,101,0,0,0.4335,0,0,0,0
73082027,73.82.27,73082027,unm,ნუგზარ ამაღლობელი,34,0.2446,287,145,0,0,0.5052,0,0,6,0.0414
73082027,73.82.27,73082027,gd,ხვიჩა შარაშიძე,105,0.7554,287,145,0,0,0.5052,0,0,6,0.0414
73082028,73.82.28,73082028,unm,ნუგზარ ამაღლობელი,50,0.2137,499,238,0,0,0.477,0,0,4,0.0168
73082028,73.82.28,73082028,gd,ხვიჩა შარაშიძე,184,0.7863,499,238,0,0,0.477,0,0,4,0.0168
73082029,73.82.29,73082029,unm,ნუგზარ ამაღლობელი,28,0.2014,256,139,0,0,0.543,0,0,0,0
73082029,73.82.29,73082029,gd,ხვიჩა შარაშიძე,111,0.7986,256,139,0,0,0.543,0,0,0,0
73082030,73.82.30,73082030,unm,ნუგზარ ამაღლობელი,20,0.2083,220,96,0,0,0.4364,0,0,0,0
73082030,73.82.30,73082030,gd,ხვიჩა შარაშიძე,76,0.7917,220,96,0,0,0.4364,0,0,0,0
73082031,73.82.31,73082031,unm,ნუგზარ ამაღლობელი,58,0.3946,308,150,0,0,0.487,0,0,3,0.02
73082031,73.82.31,73082031,gd,ხვიჩა შარაშიძე,89,0.6054,308,150,0,0,0.487,0,0,3,0.02
73082032,73.82.32,73082032,unm,ნუგზარ ამაღლობელი,21,0.2,193,107,0,0,0.5544,0,0,2,0.0187
73082032,73.82.32,73082032,gd,ხვიჩა შარაშიძე,84,0.8,193,107,0,0,0.5544,0,0,2,0.0187
73082033,73.82.33,73082033,unm,ნუგზარ ამაღლობელი,20,0.3175,139,65,0,0,0.4676,0,0,2,0.0308
73082033,73.82.33,73082033,gd,ხვიჩა შარაშიძე,43,0.6825,139,65,0,0,0.4676,0,0,2,0.0308
73082034,73.82.34,73082034,unm,ნუგზარ ამაღლობელი,45,0.3309,254,141,0,0,0.5551,0,0,5,0.0355
73082034,73.82.34,73082034,gd,ხვიჩა შარაშიძე,91,0.6691,254,141,0,0,0.5551,0,0,5,0.0355
73082035,73.82.35,73082035,unm,ნუგზარ ამაღლობელი,20,0.2299,190,87,0,0,0.4579,0,0,0,0
73082035,73.82.35,73082035,gd,ხვიჩა შარაშიძე,67,0.7701,190,87,0,0,0.4579,0,0,0,0
73082036,73.82.36,73082036,unm,ნუგზარ ამაღლობელი,45,0.3358,312,136,0,0,0.4359,0,0,2,0.0147
73082036,73.82.36,73082036,gd,ხვიჩა შარაშიძე,89,0.6642,312,136,0,0,0.4359,0,0,2,0.0147
73082037,73.82.37,73082037,unm,ნუგზარ ამაღლობელი,28,0.1905,231,149,0,0,0.645,0,0,2,0.0134
